repo,date,commit,is_post,n_files,n_files_pos_fanin,frac_leaves,max_fanin,mean_fanin,gini,entropy_norm,r2_powerlaw,r2_lognormal,aic_powerlaw,aic_lognormal,bic_powerlaw,bic_lognormal,delta_aic,lognormal_wins,vuong_z,vuong_p,lognormal_coeff_c
fastapi,2024-02-01,6f6e786979eb3156b85e7c2f44d0b8af5cf0af17,False,1203,373,0.6899418121363259,701.0,1.709891936824605,0.9386329994168687,0.5251404385941086,0.7305219034223114,0.9719952954457264,-640.0536840226155,-1482.5684286463238,-632.2105271833278,-1470.8036933873923,842.5147446237083,True,13.603837258884985,0.0,0.26006622467272145
fastapi,2024-03-01,eef1b7d51530be64ddd48e02b5ca46f28a0ebfc1,False,1215,380,0.6872427983539094,707.0,1.7201646090534979,0.9377407604308188,0.5276254662135677,0.7435784024334144,0.9728601089465516,-672.4373505728769,-1523.8483103383085,-664.5570080674361,-1512.0277965801472,851.4109597654316,True,14.041282107558606,0.0,0.2523292967415891
fastapi,2024-04-01,e98eb07944726785f9083cb57c48b4dc664af198,False,1216,380,0.6875,708.0,1.7203947368421053,0.9378498603703331,0.5273332153889337,0.74354339832442,0.9728733768787081,-672.3185678217267,-1523.9672146166847,-664.4382253162859,-1512.1467008585234,851.648646794958,True,14.049132976296011,0.0,0.25237807662123757
fastapi,2024-05-01,a94ef3351e0a25ffa45d131b9ba9b0f7f7c31fe5,False,1217,380,0.6877567789646672,708.0,1.6639276910435497,0.9361802448847094,0.5218578745001192,0.7435672197364407,0.9724922631546715,-693.9355203363632,-1540.247239147837,-686.0551778309224,-1528.4267253896758,846.3117188114738,True,15.019456650799972,0.0,0.2450954454934191
fastapi,2024-06-01,bcb8e64f6784d7357c685dfee8d88ca5cc065d38,False,1217,380,0.6877567789646672,708.0,1.6639276910435497,0.9361802448847094,0.5218578745001192,0.7435672197364407,0.9724922631546715,-693.9355203363632,-1540.247239147837,-686.0551778309224,-1528.4267253896758,846.3117188114738,True,15.019456650799972,0.0,0.2450954454934191
fastapi,2024-07-01,42d52b834add728a62ebb53b1ada439d92a1d55c,False,1217,380,0.6877567789646672,708.0,1.6639276910435497,0.9361802448847094,0.5218578745001192,0.7435672197364407,0.9724922631546715,-693.9355203363632,-1540.247239147837,-686.0551778309224,-1528.4267253896758,846.3117188114738,True,15.019456650799972,0.0,0.2450954454934191
fastapi,2024-08-01,3990a0a510004c3ed72e9669c0623a9d50f703ed,False,1217,380,0.6877567789646672,708.0,1.6639276910435497,0.9361802448847094,0.5218578745001192,0.7435672197364407,0.9724922631546715,-693.9355203363632,-1540.247239147837,-686.0551778309224,-1528.4267253896758,846.3117188114738,True,15.019456650799972,0.0,0.2450954454934191
fastapi,2024-09-01,b203d7a15fb5b49635bd81811e09ad94700f68a6,False,1221,381,0.687960687960688,709.0,1.6617526617526617,0.9361506315670929,0.5221257991221755,0.7455207709585047,0.9727060225946239,-699.337124439531,-1547.9398737693346,-691.4515256892776,-1536.1114756439545,848.6027493298036,True,15.02671801061044,0.0,0.24387057784691102
fastapi,2024-10-01,847296e885ed83bc333b6cc0a3000d6242083b87,False,1306,390,0.7013782542113323,771.0,1.6309341500765697,0.9405783347353134,0.511255820010671,0.7378035452762652,0.9733379606777435,-708.5420689410605,-1598.0248342504083,-700.6097754628131,-1586.1263940330373,889.4827653093478,True,15.26911410840308,0.0,0.24622209043280474
fastapi,2024-11-01,d4ab06a2b6b59bd264c0cc43367c5a68174e8f88,False,1283,377,0.7061574434918161,774.0,1.6305533904910365,0.9426036014420076,0.5053554512258317,0.7234585968931285,0.9746584081257879,-660.5804062539215,-1559.5778169244727,-652.7159158790255,-1547.7810813621286,898.9974106705512,True,16.233073017314027,0.0,0.25679756519788777
fastapi,2024-12-01,8255edfecfe539f09c2655016ea3ef3e4fb50881,False,1283,377,0.7061574434918161,774.0,1.6344505066250974,0.9427162955207138,0.5060110995884255,0.7236379347020128,0.9749803713013244,-658.6595454648531,-1562.2328373098503,-650.795055089957,-1550.4361017475062,903.5732918449972,True,16.189521128697518,0.0,0.2576092276910136
fastapi,2025-01-01,dd649ff81464e5c3a2dd25b092f30c424db7586c,False,1284,377,0.706386292834891,774.0,1.6331775700934579,0.9427609089977227,0.5060110995884255,0.7236379347020128,0.9749803713013244,-658.6595454648531,-1562.2328373098503,-650.795055089957,-1550.4361017475062,903.5732918449972,True,16.189521128697518,0.0,0.2576092276910136
fastapi,2025-02-01,133fe8170aeb9b82a8fb1aa6381119323876794b,False,1151,195,0.8305821025195482,767.0,1.469157254561251,0.9760191045659521,0.46665142408309324,0.8222841513291415,0.9696926335233959,-328.24132360696444,-671.1563716059396,-321.69532448983693,-661.3373729302484,342.9150479989752,True,12.836522336117227,0.0,0.2791990763129575
fastapi,2025-03-01,3824664620433f0055125adbf2fc212ced2bdf94,False,1123,162,0.8557435440783615,764.0,1.429207479964381,0.9812324020827612,0.45240461126098724,0.84266326475763,0.9739495761342598,-274.6134986019112,-563.9468919058783,-268.43830593144645,-554.6841029001811,289.33339330396706,True,13.430392025130468,0.0,0.2872712380207507
fastapi,2025-04-01,1d434dec47e43e221bc10115bd1f0844956f9437,False,1130,162,0.856637168141593,770.0,1.427433628318584,0.9814334856722755,0.4512513062274091,0.8425174545135918,0.9740591964164991,-274.27225932744176,-564.4388499263093,-268.097066656977,-555.1760609206121,290.1665905988676,True,13.455099040188767,0.0,0.2877202794663529
fastapi,2025-05-01,ea839df09e5f1271767b05ea659363ba3959ffcb,False,1130,162,0.856637168141593,770.0,1.427433628318584,0.9814334856722755,0.4512513062274091,0.8425174545135918,0.9740591964164991,-274.27225932744176,-564.4388499263093,-268.097066656977,-555.1760609206121,290.1665905988676,True,13.455099040188767,0.0,0.2877202794663529
fastapi,2025-06-01,b2d742074c41b4435775e0b24500eb0fe0cb2ed3,False,1130,162,0.856637168141593,770.0,1.427433628318584,0.9814334856722755,0.4512513062274091,0.8425174545135918,0.9740591964164991,-274.27225932744176,-564.4388499263093,-268.097066656977,-555.1760609206121,290.1665905988676,True,13.455099040188767,0.0,0.2877202794663529
fastapi,2025-07-01,8f336c5fd3be2089dfdd82bc7e5d79b4da7bf108,False,1129,159,0.8591674047829938,771.0,1.4260407440212577,0.981893502192343,0.4509539729400554,0.8474143854787973,0.9734404825963691,-271.36906513474634,-547.3547579700605,-265.23125673030586,-538.1480453633998,275.9856928353142,True,13.113393939957785,0.0,0.2850948774402178
fastapi,2025-08-01,6df50d40fe195adc026af169d6ebf298a1c183a5,False,1129,159,0.8591674047829938,771.0,1.4260407440212577,0.981893502192343,0.4509539729400554,0.8474143854787973,0.9734404825963691,-271.36906513474634,-547.3547579700605,-265.23125673030586,-538.1480453633998,275.9856928353142,True,13.113393939957785,0.0,0.2850948774402178
fastapi,2025-09-01,3e2dbf91699ef2e3a713372f099ef278b3bcc59e,False,1133,161,0.8578993821712269,773.0,1.4263018534863194,0.981670497146802,0.4507996165190463,0.8444727620523843,0.9734361178656907,-273.2813768171983,-555.8115894233466,-267.1185680872294,-546.5673763283933,282.5302126061483,True,13.182777234902412,0.0,0.2863592742264256
fastapi,2025-10-01,45bfb89ea25fcbe8c44ac5d5657b147cfa074649,False,1142,158,0.861646234676007,782.0,1.4299474605954465,0.9824477206649629,0.4494270583816802,0.8503045133794823,0.9730339710792071,-270.55407664991594,-539.3700670579951,-264.428886583862,-530.1822819589142,268.8159904080792,True,13.076863881102629,0.0,0.28356094992633274
fastapi,2025-11-01,fad35ef43fdde74845b416cd2dc795ff489e9719,False,1178,166,0.8590831918505942,799.0,1.5534804753820033,0.9818159889411524,0.48678256790357033,0.8900238568093483,0.9628405233794357,-312.1025191383588,-490.21992818485455,-305.8785435616457,-480.8839648197849,178.11740904649577,True,10.919859148116759,0.0,0.232294814878097
fastapi,2025-12-01,10eed3806a2a22a39ccec780451288b5ec955db9,False,1196,166,0.8612040133779264,814.0,1.5635451505016722,0.9823904995260493,0.48493232668850195,0.8890580223720942,0.962737010437502,-308.7937136210422,-487.900833030764,-302.5697380443291,-478.56486966569435,179.1071194097218,True,10.527826827356945,0.0,0.2349770987684261
fastapi,2026-01-01,53d2453d1a77f3384a1648d717f8ddafb5e9e460,False,1239,163,0.8684422921711057,715.0,1.4083938660209847,0.9833200357992742,0.46942172096274537,0.86566728946059,0.9671157440608446,-285.50589643488405,-512.8999752196289,-279.3183960332705,-503.6187246172086,227.39407878474486,True,9.31298030157286,0.0,0.26540396563143265
fastapi,2026-02-01,07f08fc79a021cbc06d194f0a32f521253c6ed8c,False,1252,165,0.8682108626198083,715.0,1.402555910543131,0.9831122140793409,0.4731874244750056,0.8705975874871851,0.9656589574237532,-294.5081930989754,-511.39485179910093,-288.29630215117425,-502.0770153773992,216.8866587001255,True,9.3233169479206,0.0,0.25688715392352
fastapi,2026-03-01,ca5f60ee72f35fb2134d8b5d26bbb75965bcff66,True,1118,159,0.8577817531305904,575.0,1.4552772808586762,0.9806007302969897,0.4939137613161667,0.8824373656189238,0.9599991964660438,-296.1484617315762,-465.56186327931914,-290.01065332713574,-456.35515067265845,169.41340154774292,True,7.236201798450398,4.647393581080905e-13,0.23570238059336246
fastapi,2026-04-01,1f442c454f2f74c7419f83c203e6333955399528,True,1120,159,0.8580357142857142,577.0,1.457142857142857,0.9806481967787113,0.4944170784215147,0.8826852299920043,0.9591376185755511,-295.7189789784271,-461.4084552266835,-289.58117057398664,-452.2017426200228,165.68947624825637,True,7.127726228290134,1.0274003869881199e-12,0.23457424500442636
fastapi,2026-05-01,e0a2c75b1a980c52c336cfefd12f2277238c4e8f,True,1119,159,0.8579088471849866,575.0,1.4575513851653261,0.9806206711015188,0.49466717438572766,0.882692363051003,0.9591779465942397,-295.76564005525444,-461.60244659595634,-289.62783165081396,-452.39573398929565,165.8368065407019,True,7.085862195401442,1.3911094498553211e-12,0.23459787201124183
