repo,date,commit,is_post,n_files,n_files_pos_fanin,frac_leaves,max_fanin,mean_fanin,gini,entropy_norm,r2_powerlaw,r2_lognormal,aic_powerlaw,aic_lognormal,bic_powerlaw,bic_lognormal,delta_aic,lognormal_wins,vuong_z,vuong_p,lognormal_coeff_c
pandas,2023-12-01,7c6d26f632cb6ea4858a65a73085b89c0412f5c7,False,1506,334,0.7782204515272244,1530.0,4.258964143426295,0.960401404464255,0.6565123236224708,0.964481727160525,0.9811051452876915,-903.7306816040747,-1112.5373348187668,-896.1083996181213,-1101.1039118398367,208.80665321469212,True,8.778115756574161,0.0,-0.11621679132222573
pandas,2024-01-01,86ad444cff7da73d4df6351fda763fd10420e4b1,False,1507,336,0.7770404777704047,1532.0,4.2820172528201725,0.9603181434107129,0.6568099052390683,0.9649556565245556,0.9814977597863324,-912.6912973276994,-1125.3020232643887,-905.057075007773,-1113.850689784499,212.61072593668928,True,8.952996840546662,0.0,-0.11600777274868213
pandas,2024-02-01,8ed7dae2a3a76bdae0da402c12111bf033124b55,False,1505,336,0.7767441860465116,1529.0,4.2777408637873755,0.9603710939717356,0.6557799465582909,0.9651434719025657,0.981248269805989,-915.4294829094857,-1121.7341661300848,-907.7952605895593,-1110.2828326501951,206.30468322059903,True,8.92596238395585,0.0,-0.11430537531441148
pandas,2024-03-01,d2bc8460f64701ea7824021da5af98238de8168b,False,1495,331,0.7785953177257525,1524.0,4.252173913043478,0.9603200432672909,0.6567867133932339,0.9644489376948169,0.9813327751061929,-895.447523530952,-1106.6779655403311,-887.8432867801979,-1095.2716104142,211.2304420093791,True,8.828542329844057,0.0,-0.11723805052923686
pandas,2024-04-01,6f39c4fa1fecec6fe447ec89bd1409d1427d1784,False,1492,330,0.7788203753351206,1526.0,4.25,0.9603149721819741,0.6564283549825081,0.9636838494496167,0.9808255767422461,-885.5249798804263,-1094.2911262653154,-877.9267945715052,-1082.8938483019338,208.7661463848891,True,8.738802632031433,0.0,-0.11821136616846223
pandas,2024-05-01,9110f7cdac46c69212512635a7fdc99963540c30,False,1495,332,0.7779264214046823,1530.0,4.2555183946488295,0.9600872235755988,0.6566941863988853,0.9637674987583371,0.9808060245635017,-892.8433209389939,-1101.7828707940855,-885.2330510011609,-1090.367465887336,208.93954985509163,True,8.709859845969767,0.0,-0.11755095589814818
pandas,2024-06-01,b0c4194c2fd63a84adc6e84eb77e2102e96d4b71,False,1495,332,0.7779264214046823,1529.0,4.25484949832776,0.9601754840717815,0.656427393641921,0.9643121242903173,0.9810437609438408,-898.0296275646466,-1106.0786903582677,-890.4193576268136,-1094.6632854515183,208.04906279362115,True,8.747566106064955,0.0,-0.1164597981944907
pandas,2024-07-01,69fe98dda091cae71ea699be3f44926406851a2c,False,1494,331,0.7784471218206158,1528.0,4.231593038821955,0.9605224652697049,0.6544464472227716,0.9654548130682532,0.9812044274144622,-907.5702336732494,-1107.0323548704127,-899.9659969224953,-1095.6259997442817,199.46212119716336,True,8.688524613980935,0.0,-0.112784021928035
pandas,2024-08-01,7ee10913d7192a285383ceec9539191b784c1ed4,False,1493,330,0.7789685197588747,1529.0,4.314802411252511,0.9611745009776556,0.6549008921405729,0.9663851391617199,0.9816724883083527,-909.057995046656,-1107.2244298616636,-901.4598097377349,-1095.827151898282,198.16643481500762,True,9.224234372852436,0.0,-0.11196880486897531
pandas,2024-09-01,078e11fbcd00b71790f7ea8d87f04041247c89fa,False,1494,330,0.7791164658634538,1532.0,4.322623828647925,0.9613125776565536,0.6547947979646895,0.9668128710686527,0.9818751309618863,-912.8296906547602,-1110.439147751922,-905.2315053458391,-1099.0418697885405,197.6094570971619,True,9.240998219032432,0.0,-0.11121797360322444
pandas,2024-10-01,f598670353311a6fff4e6e1e96074ccf0737e6b7,False,1495,330,0.7792642140468228,1534.0,4.3076923076923075,0.9612756808408984,0.6547176531369937,0.9668625357827704,0.9820648028671394,-913.6070996587359,-1114.193898138552,-906.0089143498149,-1102.7966201751703,200.58679847981603,True,9.224794052707013,0.0,-0.11168574405308679
pandas,2024-11-01,d11ed2f1193c7a45446a702170b8ca0368bc07d3,False,1498,330,0.7797062750333779,1535.0,4.294392523364486,0.9612911520765446,0.6546690702080097,0.9666832665660228,0.9819185778914008,-912.3419981015368,-1112.029671529734,-904.7438127926157,-1100.6323935663524,199.6876734281973,True,9.200626050025472,0.0,-0.11171979310431523
